x1_positive_driver,x2_negative_driver,x3_positive_driver,x4_noise,x5_correlated_with_x1,x6_noise,true_probability,y
0.30471707975443135,0.5154104029008109,-1.322541133291679,-0.0397062823469779,0.027806589509348306,1.249022696873495,0.18827099603292244,0
-1.0399841062404955,-0.5775388873556505,-0.4861941306990469,0.4424546049697111,-0.3389021874280518,0.687692185117782,0.2004595128052916,0
0.7504511958064572,1.274447216941239,0.42022670947458574,-0.3044267628566672,0.6893663213944087,1.9661274713755903,0.4072192661765331,1
0.9405647163912139,-0.6275875364369197,-0.10239670661109637,-0.4096489283680019,0.3915227943250717,-1.5478328327399113,0.8382017946855794,1
-1.9510351886538364,-0.6366152831022357,-0.6505636204055921,0.09235403825445808,-1.852949339214906,-0.26536010831425455,0.07226262279890729,0
-1.302179506862318,0.5411316108045314,-0.674212461724509,-1.9209159258951816,-1.718007964718086,-0.46252138394282544,0.04397287478014591,0
0.12784040316728537,0.7629264823369366,-0.7123370644127087,0.4770351272264581,0.22671023241553412,-1.9736826764086015,0.1783183896471631,0
-0.3162425923435822,0.4480993639362036,-0.8795096286589426,-0.0005630971229588082,-0.3967463405207978,1.060327204779694,0.1387139613923435,0
-0.016801157504288795,-1.6855973173848082,2.2816328772760617,0.039693526597561826,-1.080088855756798,-0.2703965558033584,0.9542421056797494,1
-0.85304392757358,0.5380344399282511,0.2975110711855549,0.960734307594464,-0.8808546384264151,0.7396312049865622,0.1114793409857515,0
0.8793979748628286,-1.034308051674399,0.8867590544047386,-1.9528155300482481,0.254083167982393,2.3597719343296117,0.9471464195293018,1
0.7777919354289483,0.2352761115882635,-0.4890774681189237,-1.9738338698589637,1.2923988680485086,-0.3532436918276083,0.5235401581733783,1
0.06603069756121605,-1.4237344353990602,-0.18595667718604886,0.27380384532351953,-0.7167273521810773,-0.4211529826571552,0.7788707185947047,1
1.1272412069680329,0.44632214754306365,-0.713553981370355,-0.007116855128515773,0.1968230453457005,0.11866416972399602,0.5265580637775831,1
0.4675093422520456,-0.8065989043073726,-2.651708334919202,0.17017694319193222,0.8501183460865991,0.9872473529834096,0.31473863923350937,0
-0.8592924628832382,-1.2826346502605217,-1.3780092768478662,-0.46212707517244556,-0.033925926303645215,-0.5667130253101499,0.3272560274612794,1
0.36875078408249884,0.7138201364823995,-1.8106186799803947,0.6643536742399312,-0.058679234364664545,-0.6309615971321306,0.12131634063528242,0
-0.9588826008289989,0.2416445216767513,-2.2497837779516074,0.93263884299112,-1.0036005708857592,1.0571892702413659,0.0501487980050329,0
0.8784503013072725,-0.6139768013928971,-1.1953589742981028,0.48398229395152703,0.9361436544294452,0.37863932383803556,0.6434401854809938,0
