x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
0.2903481666479147,0.22187759952917768,0.14199125844982033,-0.05493486620291775,-0.4519509798535085,-0.44606937845883377,-0.25961403134577454,-0.5736696908584189,0.968245592371294,0.2532045102953498,-0.5309649326863973
-1.024242018507939,-1.0746808071171154,-0.9846051086863506,1.1326898205195888,-0.6658777111204364,0.980190871671822,0.9698044873917454,1.1634958143064738,2.417805536116446,0.8952184022261802,-8.248149641390201
0.8160934738398508,0.7404970283961629,0.7174287471732701,1.2645398093380364,0.43400982345010697,0.28117316564347944,0.8742776789190644,-0.30620207897154783,-1.3895233522181258,0.2733212565368742,0.15481038360586574
0.9090654226132481,0.9238788833208662,0.8362685740909829,-1.4217636493445729,0.25185441529500513,-0.697557206596308,-0.9819098459508032,1.1044950252055679,1.4581708074791095,2.238831666414424,9.341360250187693
-1.9093418081952673,-1.7504969402927393,-1.8209880318290121,-0.3123554416558699,-1.4047915476103274,-0.8659398838322859,-0.8555264529085758,0.4289653911271988,0.07013551836612739,1.4297874524704182,-11.609980416418987
-1.3234466102155484,-1.1490721594918354,-1.2393828023485371,1.3581210958672605,1.1226782545637386,-1.6474962990474387,0.10870215281340967,-0.34284465290983673,0.8061002168001363,-0.3075277647170156,-7.508647019913477
0.11843702978103494,0.11087009048642732,0.04382265640928597,0.5080791051990653,-0.09419457535083331,0.2907331778668224,1.7261323746695099,0.47969053059753036,-1.647777141104471,-0.31802743380706927,-1.4897784872691415
-0.24988106898165635,-0.39996693303527264,-0.3725692959751183,0.19526303147977275,-1.1109310952157205,-0.3545875472513581,-1.9155651644689942,0.3204495138460378,1.4680818226652972,0.4696967194853532,-4.6007908887238935
-0.17624598718862125,-0.04148962738994618,0.21304224597374627,-0.21768469343465674,1.188784114353874,-2.3721955280635143,0.27833293957050426,1.020882821002474,0.7865167513318304,-0.8380191804256851,-0.7048340941687032
-0.956761713819561,-0.7930132356100591,-0.7379884276976666,-0.38380092570774543,0.625675571596154,-0.5357148727694001,-1.3760433315731482,-0.5483455378650185,-0.038910034786217525,1.1662883065324867,-3.9521742297404705
0.7608231430674028,0.8192614164885347,0.8801340828170195,0.2882190630903242,-1.2645419919479142,-0.901034029254952,-0.6343309935255456,0.041206066781619685,0.6451126876611214,0.3616005218435837,-0.6202646732368795
0.591102645841084,0.6926708100112884,0.6511049950741611,-0.25237412498448336,1.7771828402577243,1.5756775921706603,-0.3644284180642414,-0.061515679604637406,-0.7654953010422492,0.2564589108585328,9.76582211877919
0.011769542348801905,0.08295994788074716,0.04083196008648955,-0.04257862104444418,0.6587973683661927,-1.7027786118933097,-0.4205083434368909,0.7041481416397848,-0.5794400855816993,0.6869536677708163,0.1633413991636099
1.1871959189462522,1.0305625273067824,0.9431616881341941,0.07859870611503737,-0.010196115625046132,-1.4413507997340538,-0.5337959396592085,-1.0251791944441757,-0.46344461362539624,1.722829883369059,1.42303660182233
0.4447186169414396,0.3938885884414134,0.15558757453492084,-0.6780715284934992,1.5902188056217794,1.1099696431056998,0.007207060376370152,1.016977048237856,-1.852727861690278,0.17095535218750518,9.255777274063536
-0.84346925632789,-0.7914116129948011,-0.9111641442797012,0.5321293738814383,0.15929778382964058,1.3567631574639631,-0.5352555666305784,0.4663287721704166,0.8617584942033671,-0.11304037087138435,-3.5770987830938545
0.45588818381936225,0.3181538384680375,0.15081383767620948,2.9142446484154196,-0.02808307510403198,-0.7449829387256415,-1.4624573848541527,-1.3169250736329463,1.1915936141825663,1.5087196233225784,-6.6236651265012805
-0.8526677102475836,-0.8914101196692807,-1.0879727185412598,-1.7769866393260751,-0.660300116021989,-0.6320858228089109,0.7798696125227764,1.2082628254805003,-0.7013441497638416,0.9675504159911353,-0.3048987303396373
0.8729192665291814,0.8563841080700786,0.671069373746735,0.3240125241899799,0.5818504393070786,0.6162353965533128,0.7528721671488805,2.2340930807977313,0.3482030159448188,-0.3209798403837223,5.339082918661517
0.05836096017929889,-0.13858393552426623,0.08756224805053547,-0.7601900886189056,0.4766029673239799,-2.32709979694531,0.843174310022669,1.0018339695494078,-0.2655404746292363,0.005186448659020086,1.844692805991871
-0.17749223087053181,-0.21411853527723052,-0.17081974396116995,0.57740257751925,0.014680139889711287,-1.8611936845055561,-1.5407344962640819,1.4269847672264693,0.3282739620810305,0.19538091593879858,-3.8096572767951047
-0.7479214023101384,-0.5318609119904274,-0.4837802137314299,0.04655747332786092,-0.789986353867603,-0.28073340085071186,0.29891815258415083,0.0853713816025881,-0.6275772412110292,0.36181294460498287,-4.609012971805669
1.1749893104981315,1.0684479107215856,1.1413854624967148,0.7618547740424635,0.12992985416607386,1.549890566129126,0.6759788558069234,-1.66150491973851,-0.8834251560876358,-1.356599850939114,3.3579805880290543
-0.27297240307400344,-0.31613536388300456,-0.06082065129040602,1.1755065765087795,-0.06979878576213788,-0.4357300881667396,-1.031202068439585,-1.8441204511675249,1.0520748860237426,-1.5424846078015602,-6.281316381897827
-0.4993785304617994,-0.5558590433143528,-0.47558473947725405,0.19242111776818133,-1.333474318734201,0.10093679173515462,0.009173248182129144,0.25508204386775846,-0.06387058512449259,-0.8873900220024538,-6.961723847598136
