x1,x2,x3,category,y
26.546251837506375,111.02750302842338,0.6924004819767604,C,85.27223194475899
18.857008257367493,17.145807781377716,4.396814947953594,C,58.21917499439543
32.49256534005026,23.165774782676355,6.5466837005812515,C,98.2143636933053
29.894120960682294,25.309392096753278,6.271686504453093,C,90.51116187773343
41.59766182025505,30.608924028458105,8.30882039842503,C,126.05142945481813
32.385221908019965,28.854889953813267,4.481743198940286,B,114.23425365279259
23.36083173274419,19.165217794095938,4.8150760695354835,B,75.7326067716442
17.230731798147854,12.443047006637382,4.580927281037397,C,47.33855712440568
34.9075023612717,29.682623991526725,2.7877141002547634,C,119.78144925336218
,20.934291788457866,0.786622643419016,B,98.61278314508029
29.40802677795027,19.76850563761621,4.075460884717014,B,97.85580249641087
25.130952798944207,18.25432175938792,7.310842297357242,C,70.56978441125482
14.001015910680785,7.7719175777576694,9.31142211226668,A,29.470201208803328
37.26592553922444,25.45896339787277,5.736553259354773,A,110.1667188090179
33.86383944131504,27.335814547558083,4.4256509158984425,C,105.604797703927
31.775027606576806,24.347171632497663,4.916261348255961,C,101.32041990724325
35.31223343384857,24.894354515256655,0.19035579364889976,B,123.6039437838777
20.033545519801123,15.9942274079123,9.914797453780919,C,53.84514054683683
45.751032573229,32.773719522311964,3.974920617117096,C,144.84471937569495
27.450808587597372,21.144532982325174,5.207701707048012,A,90.43591361734785
32.878143221694295,25.216342549338655,6.0007132382694195,C,98.91576366764338
35.96936828311664,28.81902317328131,4.784755499070249,A,119.5202769169492
8.201127437920999,0.9708382011108672,9.937348378092235,B,11.96448955848021
43.40303090671125,33.54601798131916,2.354577852244181,C,145.121006134445
30.44986160774877,25.697357896961606,9.276020037132893,B,95.35618887686599
16.40603634152008,15.018510921981907,0.3653024909957925,B,62.2430901481614
27.109143260500574,22.050725788530404,7.211897150236252,A,82.89832728986998
51.83800013984079,38.91347044601602,2.0334807074039163,B,184.26373222923965
28.089207912491165,20.873855956939018,2.3722319580801154,C,91.59759873566817
18.608332687482,10.011176199445842,2.5374075214467915,C,53.87393417768795
28.680788243015076,19.92670990996112,8.041598546808435,B,88.25749495750061
33.08297905796822,24.13943419269998,6.011146844815965,C,100.11552908934219
25.037073246624423,15.924052591416896,2.524284067564172,A,72.06884169196344
25.17654032598829,15.281903669526095,0.6937299152838805,C,78.17405482411108
39.44860423212254,28.123923150040135,4.979266573242652,B,132.19993877234634
36.669624616848495,24.239359903169408,4.758439221326586,B,116.54866881576308
29.95301108562212,22.16668380031016,5.828239212253737,A,91.11361785822655
29.447649103890328,18.87750400690426,3.0327129082035134,C,90.61273955708646
31.170830873612214,23.901293044519512,7.960130471814316,C,87.03365796222919
26.532915981680635,18.473301702618116,4.659358015570404,C,75.89951739184426
29.91898177056564,123.7897362747172,8.458309660933965,C,85.44033950732641
31.092125607224236,22.784475969380114,0.7425986958105812,B,108.2253782760063
41.81408756557474,30.361025733050866,4.651666390657755,B,143.61843232109345
20.66815712145663,15.903659312533142,3.639200685470146,C,58.68573982043645
37.520285853612776,27.679480539446025,5.2239089598918484,B,125.74340924530503
43.382332672513485,32.14499532333614,6.2431658148593,A,139.2681287906161
23.144818638777352,16.224745229406484,2.7651545439897465,A,72.95055773715944
31.48788754439102,22.08622714763868,2.7096337485901945,C,99.90131808347671
32.014455485158145,24.668452067098077,9.56342049288134,B,98.0160496286954
28.7023686350761,20.630299443373776,1.402954743701953,A,91.51528075889937
26.17382320600217,15.035101789067042,7.0856925700739986,C,69.22600705281465
22.002149434367794,15.872408051257331,5.379957136654143,B,69.36047834323539
12.303593695599211,8.485777994187833,7.479031442606123,C,22.7623303619609
34.59320477863355,27.61077648868603,2.1098869521962857,A,117.23478410910108
3.819804337273535,5.880657573922701,0.8259899844275276,B,20.684537015684505
34.07770812580627,30.53000028423974,1.2595110792712072,A,119.66365583697063
37.31913038334098,26.824885442624563,4.506274620001593,A,120.38960384333247
21.736520202681916,17.81433525886902,9.688923064648717,B,62.048659398084276
34.50268998233223,27.35169723992095,3.0512200414861046,C,110.8627289389885
35.720542058283485,23.16212107017126,6.001526078065712,A,110.89272477270931
35.72962151252203,22.78650775810163,1.2084871469241387,C,111.43156557713397
26.443892776297048,15.632179332040305,4.635230467276346,A,74.9909100603722
32.80250750139272,24.727222650731186,5.170332803002033,B,106.43703058606698
31.61989431806209,22.35831080085198,5.062960112024735,C,99.96281860737629
23.53923946610799,20.217647626654074,7.218264761981434,C,71.34218373780708
25.78754664169438,18.492647090682755,2.6434578748984827,A,81.31228626785601
35.19433649806674,29.17335988759414,2.1082923509311833,A,119.23470210576424
25.678337753074118,20.503389323123713,4.1314675766669495,B,87.1042137526776
33.60512635360828,29.49712105687111,9.238636364987457,C,100.35316117642606
30.7577027729501,18.467059987520287,5.985926611734498,C,89.27419146598173
28.126020322452106,22.984961346906097,8.69647019370974,B,84.43221064721003
30.916755229910915,22.41966929596805,2.6375016719217017,A,96.89173374876844
32.72935982819654,25.24729103893855,6.525134643579673,B,100.24237325284246
30.57885950404127,24.15858934856103,0.06917167204821495,A,101.58668367005363
31.465960264931535,22.272365000116608,9.509858509966563,B,98.71556358069273
