x1,x2,x3,x4,x5,true_probability,y
0.30471707975443135,0.5154104029008109,-1.322541133291679,-0.0397062823469779,-0.44606937845883377,0.17523805249129437,1
-1.0399841062404955,-0.5775388873556505,-0.4861941306990469,0.4424546049697111,0.980190871671822,0.13988788134762514,0
0.7504511958064572,1.274447216941239,0.42022670947458574,-0.3044267628566672,0.28117316564347944,0.476218115275474,1
0.9405647163912139,-0.6275875364369197,-0.10239670661109637,-0.4096489283680019,-0.697557206596308,0.9067345207371079,1
-1.9510351886538364,-0.6366152831022357,-0.6505636204055921,0.09235403825445808,-0.8659398838322859,0.041687359632721105,0
-1.302179506862318,0.5411316108045314,-0.674212461724509,-1.9209159258951816,-1.6474962990474387,0.08008446505962037,0
0.12784040316728537,0.7629264823369366,-0.7123370644127087,0.4770351272264581,0.2907331778668224,0.12846671468421836,0
-0.3162425923435822,0.4480993639362036,-0.8795096286589426,-0.0005630971229588082,-0.3545875472513581,0.11108182197531757,0
-0.016801157504288795,-1.6855973173848082,2.2816328772760617,0.039693526597561826,-2.3721955280635143,0.9819083618307749,1
-0.85304392757358,0.5380344399282511,0.2975110711855549,0.960734307594464,-0.5357148727694001,0.07089672390600918,0
0.8793979748628286,-1.034308051674399,0.8867590544047386,-1.9528155300482481,-0.901034029254952,0.9892432808755635,1
0.7777919354289483,0.2352761115882635,-0.4890774681189237,-1.9738338698589637,1.5756775921706603,0.8149858967042332,1
0.06603069756121605,-1.4237344353990602,-0.18595667718604886,0.27380384532351953,-1.7027786118933097,0.8060992690355484,1
1.1272412069680329,0.44632214754306365,-0.713553981370355,-0.007116855128515773,-1.4413507997340538,0.5951841712199955,0
0.4675093422520456,-0.8065989043073726,-2.651708334919202,0.17017694319193222,1.1099696431056998,0.29068693090778797,0
-0.8592924628832382,-1.2826346502605217,-1.3780092768478662,-0.46212707517244556,1.3567631574639631,0.2951762784323091,0
0.36875078408249884,0.7138201364823995,-1.8106186799803947,0.6643536742399312,-0.7449829387256415,0.07135004209374271,0
-0.9588826008289989,0.2416445216767513,-2.2497837779516074,0.93263884299112,-0.6320858228089109,0.009634356065564462,0
0.8784503013072725,-0.6139768013928971,-1.1953589742981028,0.48398229395152703,0.6162353965533128,0.6541831075122472,0
-0.049925910986252896,1.4511788490210642,1.3249556793816308,-0.26082845840458313,-2.32709979694531,0.30630378253086477,1
-0.18486236354526056,-0.44065242156974244,-0.04443616770435442,-2.107689387614403,-1.8611936845055561,0.786119177069094,0
-0.6809295444039414,0.03210767397093466,1.290563762321174,0.7692362080371281,-0.28073340085071186,0.3472245320845448,1
1.2225413386740303,0.2689134476786009,0.4109825769008753,1.2217286662175928,1.549890566129126,0.7394912075211489,0
-0.15452948206880215,-0.6196659341286136,0.7825588257151592,0.64455841198398,-0.4357300881667396,0.6628199757034982,1
-0.4283278221631072,0.47113629339992935,-0.9008969953045751,-0.8796424273675065,0.10093679173515462,0.14420147383575554,0
-0.3521335504882296,-0.5334523471647244,0.5239509541926708,0.6737943936677578,1.133789272564012,0.4993383986625562,0
0.5323091855533487,-0.4116383222162092,0.7287142340743459,0.8605297079614455,2.106884733278146,0.7902361584489894,1
0.36544406436407834,1.362642639803341,-0.5766472922336929,1.5588162477990857,-0.5768484731483126,0.055148551328505525,0
0.4127326115959884,-1.040586052512433,0.5595403706161663,-0.8761099242279576,-0.016836723733426057,0.9449237857668324,1
0.43082100300788273,-2.41278033092949,0.5661877585748329,-0.22645458454413847,1.8220552213428425,0.9862296263725444,1
2.1416476008704612,1.6109369950118944,-0.5495526211300829,0.7472720511434552,-1.5221992751914284,0.5472232009739671,1
