square_feet,house_age,distance_to_center,avg_income,total_rooms,district,price
1621.8868319017724,33.6386222981391,9.70358676987034,41505.5762662849,9.595735697454582,East,303275.03565985925
1084.0063575038018,28.95184981971686,6.353565318131693,40630.948876772316,6.30427483168668,East,202311.18434165075
1800.180478322583,12.805197667152097,7.927634670820707,69877.20093312259,10.931285816970531,West,378516.34051358234
1876.2258865564854,4.974965439591031,13.169551888668712,54954.34918424888,11.332911643927414,East,334141.5508884938
719.5859245384654,0.0,10.01496645599978,46823.99296183408,3.896078082947694,North,190912.9612795123
979.1281972550728,14.565044920673653,11.701049884341689,57480.79161604585,6.211572659899558,North,201573.71744613457
1551.136161266914,44.204150122474026,13.350396211010949,18392.11479005468,9.278558594996234,North,265487.40255168045
1373.5029630625672,,8.125792685511952,49352.99615538639,7.907738449810688,West,588539.0638440453
1493.2795369982846,14.404277139505105,13.78124081814903,79962.71266707144,9.31631245629587,North,329642.9513016713
1158.782428970568,24.650802095003062,11.894213017291973,51985.19759604009,7.140397245302254,West,204165.99036016577
1851.7591899451313,4.3904164700555715,3.8259345654426067,51018.697537540036,10.731192542086415,East,322947.4790986683
1811.1167741715794,17.026766373023644,17.21152395593122,58221.92569463294,11.399855497106794,East,272482.69672054617
1526.4122790244865,20.994774730157385,7.496276281215419,63434.078649715186,9.356112884656776,North,332166.12562092557
1950.8964827872132,19.138993481789516,1.7245232840740812,20037.999606652105,11.702320062035767,South,374379.4201832757
1687.0037369008182,27.908061216900805,4.774781452068488,24765.102773134597,10.599088063091445,East,275204.08170952473
1156.2830148467046,23.446452262360523,4.89477419660839,53154.3693662922,6.98548742422912,North,247698.494128884
1647.5003136329995,26.68326018107997,10.260866593287668,39276.85157153735,9.876576959266787,South,312087.43612722383
1116.4469596684005,13.116277177692407,8.630747472268814,69680.37893329872,6.500591723203807,South,293705.9035146077
1851.380120522909,28.97815408410548,8.315840161797036,45272.38415172164,11.282835854929578,West,281833.1857449209
1480.029635605499,36.28936947623991,13.098509827412395,20982.038964303232,9.023158703830187,North,215632.94687930337
1426.0550545818958,10.298504803485875,11.699376805963519,30979.791247340047,8.560734369458288,North,231197.56175766798
1227.6281822384235,11.123043442854403,11.580239353221431,,7.12877318727026,South,180243.2469648221
1989.016535469612,33.35784336320233,12.049142286643463,46488.116940756314,11.973078169067495,East,347320.1596464635
1438.1882071724792,18.086560133049396,13.080673340011192,47174.23809103425,8.608189607306233,South,261924.8414398431
1328.6688711347572,34.03821392066557,0.5,43633.059353271536,7.571970931188282,East,261377.06933498094
1359.1465798047082,15.574642881078162,8.177808738677694,66183.18558544607,7.713335773430994,South,337142.5463394517
1712.9236742213395,34.55045576270712,0.5,67977.79754775041,10.447088058970968,East,303455.9930012202
1646.1776257456313,21.31485816805452,10.180299633988977,47444.17364965833,9.096499259958282,East,272707.4203178234
1665.0930446383954,22.58228823322695,9.976835138878274,17979.594987847162,10.052181425918752,East,273700.85756844474
1672.3284012031531,35.64718021669904,15.2276613739484,,9.890545489892771,West,306186.9889374941
2356.6590403481846,16.382295225558288,15.938171963605605,58330.40342762863,14.53242822415308,West,383514.0520256305
1337.4339934461539,10.588779040750417,11.013875241261836,54640.873552354176,7.876563497930761,East,231662.7221496729
1295.1029083713852,15.514357919716456,7.498194613015501,64722.196239621735,7.96846271450388,West,285648.39056974865
1174.4909087008489,24.523339506431387,12.425805562728689,32527.5785530844,6.927871299833757,West,217433.1259470179
1746.3917690301982,4.342409278194857,7.360411813378432,80131.33079277708,10.512475060227032,South,302711.47312648507
1951.5889170883565,26.374709026511216,9.993036742783255,35608.58370287198,11.930584461806154,South,308821.99372118624
1454.42101693805,14.612286823822568,14.930681584803839,61238.343908012816,8.587759386730927,North,289762.0284617284
1163.9374092149887,31.478126607335636,7.211143270052882,24689.784583799727,7.2825909206394535,East,207378.92292514423
1170.2075137235042,0.0,14.028393196212505,36046.02969094924,6.723135719209081,East,196442.45723564402
1760.2371151298803,12.134342248958312,13.387006843461512,72745.52970088004,10.649800543546794,South,329666.60320295783
1797.301668481377,3.1353184876589815,5.226040914345893,46086.50265498725,11.060601927724617,East,330009.08180092304
1717.261707322078,11.737705336360474,14.869470641087005,62598.83907699197,10.50158149146957,West,328152.90409254946
1233.7961170845224,22.47665901108943,13.492831726857526,,7.977710165527758,South,202923.00744401637
